Column1,Material,N_p,L_t,P_t,N_t,d_o,d_i,A,d_shell,V_tubes,V_shell,h_o,h_i,U,e,A_req,U_o_guess,T_o,dT_lm,m_dot_c,D_s/Lt,NTU
402995,3,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2588.946344,0.711285153,18.91775823,2787.5,65,46.3561575,23.37958717,0.056522912,1.242404737
403090,3,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2588.946344,0.711285153,15.74126897,3350,65,46.3561575,23.37958717,0.056522912,1.242404737
403185,3,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2588.946344,0.711285153,13.47814724,3912.5,65,46.3561575,23.37958717,0.056522912,1.242404737
403280,3,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2588.946344,0.711285153,11.78396672,4475,65,46.3561575,23.37958717,0.056522912,1.242404737
403375,3,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2588.946344,0.711285153,10.46813917,5037.5,65,46.3561575,23.37958717,0.056522912,1.242404737
403470,3,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2588.946344,0.711285153,9.416651976,5600,65,46.3561575,23.37958717,0.056522912,1.242404737
433490,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,47.93931915,1100,65,46.3561575,23.37958717,0.056522912,1.18623013
433585,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,31.71924876,1662.5,65,46.3561575,23.37958717,0.056522912,1.18623013
433680,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,23.70033756,2225,65,46.3561575,23.37958717,0.056522912,1.18623013
433775,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,18.91775823,2787.5,65,46.3561575,23.37958717,0.056522912,1.18623013
433870,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,15.74126897,3350,65,46.3561575,23.37958717,0.056522912,1.18623013
433965,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,13.47814724,3912.5,65,46.3561575,23.37958717,0.056522912,1.18623013
434060,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,11.78396672,4475,65,46.3561575,23.37958717,0.056522912,1.18623013
434155,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,10.46813917,5037.5,65,46.3561575,23.37958717,0.056522912,1.18623013
434250,4,6,8,0.0333375,70,0.02667,0.0209296,46.9203146,0.452183294,0.983734113,13.02812715,8657.054238,5408.311962,2471.888643,0.694603755,9.416651976,5600,65,46.3561575,23.37958717,0.056522912,1.18623013
309550,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,58.15319207,1100,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
309569,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,66.37866858,1100,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
309645,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,38.47730002,1662.5,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
309664,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,43.91972057,1662.5,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
309740,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,28.74989271,2225,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
309759,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,32.81642042,2225,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
309835,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,22.94834485,2787.5,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
309854,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,26.1942728,2787.5,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
309930,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,19.09507799,3350,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
309949,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,21.79598073,3350,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
310025,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,16.34977924,3912.5,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
310044,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,18.66237328,3912.5,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
310120,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,14.29463939,4475,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
310139,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,16.31654423,4475,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
310215,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,12.69846378,5037.5,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
310234,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,14.49459761,5037.5,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
310310,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2880.581345,0.6273027,11.42294844,5600,77.48714792,38.21428454,15.58316214,0.055392725,0.987602422
310329,0,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2713.842326,0.662006336,13.03866704,5600,83.73072189,33.47886718,13.35393529,0.055392725,1.085757746
340330,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,58.15319207,1100,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
340349,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,66.37866858,1100,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
340425,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,38.47730002,1662.5,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
340444,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,43.91972057,1662.5,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
340520,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,28.74989271,2225,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
340539,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,32.81642042,2225,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
340615,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,22.94834485,2787.5,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
340634,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,26.1942728,2787.5,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
340710,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,19.09507799,3350,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
340729,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,21.79598073,3350,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
340805,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,16.34977924,3912.5,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
340824,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,18.66237328,3912.5,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
340900,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,14.29463939,4475,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
340919,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,16.31654423,4475,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
340995,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,12.69846378,5037.5,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
341014,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,14.49459761,5037.5,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
341090,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2927.616893,0.633260962,11.42294844,5600,77.48714792,38.21428454,15.58316214,0.055392725,1.00372848
341109,1,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2755.550853,0.667594314,13.03866704,5600,83.73072189,33.47886718,13.35393529,0.055392725,1.10244455
401890,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,58.15319207,1100,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
401909,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,66.37866858,1100,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
401985,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,38.47730002,1662.5,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402004,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,43.91972057,1662.5,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
402080,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,28.74989271,2225,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402099,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,32.81642042,2225,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
402175,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,22.94834485,2787.5,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402194,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,26.1942728,2787.5,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
402270,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,19.09507799,3350,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402289,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,21.79598073,3350,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
402365,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,16.34977924,3912.5,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402384,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,18.66237328,3912.5,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
402460,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,14.29463939,4475,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402479,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,16.31654423,4475,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
402555,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,12.69846378,5037.5,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402574,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,14.49459761,5037.5,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
402650,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,1.15100286,17.32342289,7434.660146,6403.067724,2712.630097,0.605226343,11.42294844,5600,77.48714792,38.21428454,15.58316214,0.055392725,0.930020622
402669,3,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2564.266866,0.641182911,13.03866704,5600,83.73072189,33.47886718,13.35393529,0.055392725,1.025915391
432689,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,66.37866858,1100,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
432784,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,43.91972057,1662.5,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
432879,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,32.81642042,2225,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
432974,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,26.1942728,2787.5,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
433069,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,21.79598073,3350,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
433164,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,18.66237328,3912.5,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
433259,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,16.31654423,4475,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
433354,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,14.49459761,5037.5,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
433449,4,6,6.666666667,0.0333375,40,0.02667,0.0209296,22.34300695,0.369284835,0.987964977,16.32892114,7434.660146,5783.241659,2449.380747,0.624321785,13.03866704,5600,83.73072189,33.47886718,13.35393529,0.055392725,0.979951596
1714,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,47.93931915,1100,65,46.3561575,23.37958717,0.053865963,0.984531774
1733,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,52.34634274,1100,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
1809,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,31.71924876,1662.5,65,46.3561575,23.37958717,0.053865963,0.984531774
1828,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,34.63517414,1662.5,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
1904,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,23.70033756,2225,65,46.3561575,23.37958717,0.053865963,0.984531774
1923,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,25.87909079,2225,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
1999,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,18.91775823,2787.5,65,46.3561575,23.37958717,0.053865963,0.984531774
2018,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,20.65685274,2787.5,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
2094,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,15.74126897,3350,65,46.3561575,23.37958717,0.053865963,0.984531774
2113,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,17.18835135,3350,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
2189,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,13.47814724,3912.5,65,46.3561575,23.37958717,0.053865963,0.984531774
2208,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,14.71718262,3912.5,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
2284,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,11.78396672,4475,65,46.3561575,23.37958717,0.053865963,0.984531774
2303,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,12.86725743,4475,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
2379,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,10.46813917,5037.5,65,46.3561575,23.37958717,0.053865963,0.984531774
2398,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,11.4304669,5037.5,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
2474,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2872.220144,0.626359536,9.416651976,5600,65,46.3561575,23.37958717,0.053865963,0.984531774
2493,0,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2609.88127,0.673050629,10.28231732,5600,71.24357396,42.45344589,18.70270242,0.053865963,1.118317801
32494,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,47.93931915,1100,65,46.3561575,23.37958717,0.053865963,1.000560271
32513,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,52.34634274,1100,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
32589,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,31.71924876,1662.5,65,46.3561575,23.37958717,0.053865963,1.000560271
32608,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,34.63517414,1662.5,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
32684,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,23.70033756,2225,65,46.3561575,23.37958717,0.053865963,1.000560271
32703,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,25.87909079,2225,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
32779,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,18.91775823,2787.5,65,46.3561575,23.37958717,0.053865963,1.000560271
32798,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,20.65685274,2787.5,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
32874,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,15.74126897,3350,65,46.3561575,23.37958717,0.053865963,1.000560271
32893,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,17.18835135,3350,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
32969,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,13.47814724,3912.5,65,46.3561575,23.37958717,0.053865963,1.000560271
32988,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,14.71718262,3912.5,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
33064,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,11.78396672,4475,65,46.3561575,23.37958717,0.053865963,1.000560271
33083,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,12.86725743,4475,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
33159,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,10.46813917,5037.5,65,46.3561575,23.37958717,0.053865963,1.000560271
33178,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,11.4304669,5037.5,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
33254,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2918.98082,0.632300268,9.416651976,5600,65,46.3561575,23.37958717,0.053865963,1.000560271
33273,1,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2648.432792,0.678405422,10.28231732,5600,71.24357396,42.45344589,18.70270242,0.053865963,1.134836888
94054,3,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2705.214211,0.604347719,47.93931915,1100,65,46.3561575,23.37958717,0.053865963,0.927285937
94073,3,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,0.919494716,19.44699318,7920.946864,5238.005748,2471.253402,0.653047819,52.34634274,1100,71.24357396,42.45344589,18.70270242,0.053865963,1.058916627
94149,3,2,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.359106418,1.147689798,20.65687793,7920.946864,6118.136558,2705.214211,0.604347719,31.71924876,1662.5,65,46.3561575,23.37958717,0.053865963,0.927285937
