Column1,Material,N_p,L_t,P_t,N_t,d_o,d_i,A,d_shell,V_tubes,V_shell,h_o,h_i,U,e,A_req,U_o_guess,T_o,dT_lm,m_dot_c,D_s/Lt,NTU
402140,3,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2541.325867,0.638039703,18.91775823,2787.5,65,46.3561575,23.37958717,0.067827494,1.016293527
402235,3,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2541.325867,0.638039703,15.74126897,3350,65,46.3561575,23.37958717,0.067827494,1.016293527
402330,3,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2541.325867,0.638039703,13.47814724,3912.5,65,46.3561575,23.37958717,0.067827494,1.016293527
402425,3,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2541.325867,0.638039703,11.78396672,4475,65,46.3561575,23.37958717,0.067827494,1.016293527
402520,3,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2541.325867,0.638039703,10.46813917,5037.5,65,46.3561575,23.37958717,0.067827494,1.016293527
402615,3,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2541.325867,0.638039703,9.416651976,5600,65,46.3561575,23.37958717,0.067827494,1.016293527
432635,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,47.93931915,1100,65,46.3561575,23.37958717,0.067827494,0.971150077
432730,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,31.71924876,1662.5,65,46.3561575,23.37958717,0.067827494,0.971150077
432825,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,23.70033756,2225,65,46.3561575,23.37958717,0.067827494,0.971150077
432920,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,18.91775823,2787.5,65,46.3561575,23.37958717,0.067827494,0.971150077
433015,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,15.74126897,3350,65,46.3561575,23.37958717,0.067827494,0.971150077
433110,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,13.47814724,3912.5,65,46.3561575,23.37958717,0.067827494,0.971150077
433205,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,11.78396672,4475,65,46.3561575,23.37958717,0.067827494,0.971150077
433300,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,10.46813917,5037.5,65,46.3561575,23.37958717,0.067827494,0.971150077
433395,4,6,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.452183294,0.983734113,13.02812715,8146.599942,5408.311962,2428.440943,0.621326352,9.416651976,5600,65,46.3561575,23.37958717,0.067827494,0.971150077
309514,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,47.93931915,1100,65,46.3561575,23.37958717,0.064119941,0.984531774
309533,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,52.34634274,1100,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
309609,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,31.71924876,1662.5,65,46.3561575,23.37958717,0.064119941,0.984531774
309628,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,34.63517414,1662.5,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
309704,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,23.70033756,2225,65,46.3561575,23.37958717,0.064119941,0.984531774
309723,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,25.87909079,2225,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
309799,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,18.91775823,2787.5,65,46.3561575,23.37958717,0.064119941,0.984531774
309818,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,20.65685274,2787.5,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
309894,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,15.74126897,3350,65,46.3561575,23.37958717,0.064119941,0.984531774
309913,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,17.18835135,3350,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
309989,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,13.47814724,3912.5,65,46.3561575,23.37958717,0.064119941,0.984531774
310008,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,14.71718262,3912.5,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
310084,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,11.78396672,4475,65,46.3561575,23.37958717,0.064119941,0.984531774
310103,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,12.86725743,4475,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
310179,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,10.46813917,5037.5,65,46.3561575,23.37958717,0.064119941,0.984531774
310198,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,11.4304669,5037.5,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
310274,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2872.220144,0.626359536,9.416651976,5600,65,46.3561575,23.37958717,0.064119941,0.984531774
310293,0,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2609.88127,0.673050629,10.28231732,5600,71.24357396,42.45344589,18.70270242,0.064119941,1.118317801
340294,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,47.93931915,1100,65,46.3561575,23.37958717,0.064119941,1.000560271
340313,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,52.34634274,1100,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
340389,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,31.71924876,1662.5,65,46.3561575,23.37958717,0.064119941,1.000560271
340408,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,34.63517414,1662.5,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
340484,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,23.70033756,2225,65,46.3561575,23.37958717,0.064119941,1.000560271
340503,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,25.87909079,2225,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
340579,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,18.91775823,2787.5,65,46.3561575,23.37958717,0.064119941,1.000560271
340598,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,20.65685274,2787.5,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
340674,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,15.74126897,3350,65,46.3561575,23.37958717,0.064119941,1.000560271
340693,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,17.18835135,3350,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
340769,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,13.47814724,3912.5,65,46.3561575,23.37958717,0.064119941,1.000560271
340788,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,14.71718262,3912.5,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
340864,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,11.78396672,4475,65,46.3561575,23.37958717,0.064119941,1.000560271
340883,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,12.86725743,4475,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
340959,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,10.46813917,5037.5,65,46.3561575,23.37958717,0.064119941,1.000560271
340978,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,11.4304669,5037.5,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
341054,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2918.98082,0.632300268,9.416651976,5600,65,46.3561575,23.37958717,0.064119941,1.000560271
341073,1,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2648.432792,0.678405422,10.28231732,5600,71.24357396,42.45344589,18.70270242,0.064119941,1.134836888
401854,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,47.93931915,1100,65,46.3561575,23.37958717,0.064119941,0.927285937
401873,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,52.34634274,1100,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
401949,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,31.71924876,1662.5,65,46.3561575,23.37958717,0.064119941,0.927285937
401968,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,34.63517414,1662.5,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
402044,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,23.70033756,2225,65,46.3561575,23.37958717,0.064119941,0.927285937
402063,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,25.87909079,2225,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
402139,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,18.91775823,2787.5,65,46.3561575,23.37958717,0.064119941,0.927285937
402158,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,20.65685274,2787.5,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
402234,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,15.74126897,3350,65,46.3561575,23.37958717,0.064119941,0.927285937
402253,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,17.18835135,3350,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
402329,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,13.47814724,3912.5,65,46.3561575,23.37958717,0.064119941,0.927285937
402348,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,14.71718262,3912.5,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
402424,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,11.78396672,4475,65,46.3561575,23.37958717,0.064119941,0.927285937
402443,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,12.86725743,4475,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
402519,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,10.46813917,5037.5,65,46.3561575,23.37958717,0.064119941,0.927285937
402538,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,11.4304669,5037.5,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
402614,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,1.147689798,14.578314,7920.946864,6118.136558,2705.214211,0.604347719,9.416651976,5600,65,46.3561575,23.37958717,0.064119941,0.927285937
402633,3,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2471.253402,0.653047819,10.28231732,5600,71.24357396,42.45344589,18.70270242,0.064119941,1.058916627
432653,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,52.34634274,1100,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
432748,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,34.63517414,1662.5,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
432843,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,25.87909079,2225,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
432938,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,20.65685274,2787.5,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
433033,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,17.18835135,3350,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
433128,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,14.71718262,3912.5,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
433223,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,12.86725743,4475,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
433318,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,11.4304669,5037.5,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
433413,4,6,6.666666667,0.0333375,60,0.02667,0.0209296,33.51451043,0.427466276,0.919494716,13.7244541,7920.946864,5238.005748,2364.376948,0.636794862,10.28231732,5600,71.24357396,42.45344589,18.70270242,0.064119941,1.013120735
155615,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,47.93931915,1100,65,46.3561575,23.37958717,0.06091446,1.075013635
155710,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,31.71924876,1662.5,65,46.3561575,23.37958717,0.06091446,1.075013635
155805,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,23.70033756,2225,65,46.3561575,23.37958717,0.06091446,1.075013635
155900,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,18.91775823,2787.5,65,46.3561575,23.37958717,0.06091446,1.075013635
155995,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,15.74126897,3350,65,46.3561575,23.37958717,0.06091446,1.075013635
156090,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,13.47814724,3912.5,65,46.3561575,23.37958717,0.06091446,1.075013635
156185,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,11.78396672,4475,65,46.3561575,23.37958717,0.06091446,1.075013635
156280,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,10.46813917,5037.5,65,46.3561575,23.37958717,0.06091446,1.075013635
156375,0,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2688.160344,0.658680624,9.416651976,5600,65,46.3561575,23.37958717,0.06091446,1.075013635
186395,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,47.93931915,1100,65,46.3561575,23.37958717,0.06091446,1.091376586
186490,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,31.71924876,1662.5,65,46.3561575,23.37958717,0.06091446,1.091376586
186585,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,23.70033756,2225,65,46.3561575,23.37958717,0.06091446,1.091376586
186680,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,18.91775823,2787.5,65,46.3561575,23.37958717,0.06091446,1.091376586
186775,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,15.74126897,3350,65,46.3561575,23.37958717,0.06091446,1.091376586
186870,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,13.47814724,3912.5,65,46.3561575,23.37958717,0.06091446,1.091376586
186965,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,11.78396672,4475,65,46.3561575,23.37958717,0.06091446,1.091376586
187060,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,10.46813917,5037.5,65,46.3561575,23.37958717,0.06091446,1.091376586
187155,1,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2729.077253,0.664219777,9.416651976,5600,65,46.3561575,23.37958717,0.06091446,1.091376586
247955,3,4,6.666666667,0.0333375,70,0.02667,0.0209296,39.10026217,0.406096398,0.983734113,16.15298317,8146.599942,5408.311962,2541.325867,0.638039703,47.93931915,1100,65,46.3561575,23.37958717,0.06091446,1.016293527
